id,changed,letter,head_word,translation,conjugation
1056,2014-12-05,a,accordeon,trekzak,trekzakke
1057,2013-12-01,a,achterbroekzak,kóntetes ,kóntetes / vottetes 
1058,2013-12-01,a,achterbuurtvolk,hetjesvolk ,
1059,2013-12-01,a,achtereen,achterein ,
1060,2013-12-01,a,achterom,achterum ,
1061,2013-12-01,a,achterover,achtereuver ,
1062,2013-12-01,a,achterste,echterste ,
1063,2013-12-01,a,achterstevoren,echtersteveure ,
1064,2013-12-01,a,achteruit,achteroe~t ,
1065,2013-12-01,a,achterwege,achterwaeges ,
1066,2013-12-01,a,achterwerk,bóksebaom ,bóksebaom / echterste / batterie / vot 
1067,2015-11-07,a,ad rem ( gevat ),fien,fien-fiener-fienst 
1068,2013-12-01,a,adem,aom,aom-äömke / aosem 
1069,2013-12-01,a,ademen,aoseme,aoseme-aosemde-geaosemp 
1070,2013-12-01,a,ader,aor,aor-aore-äörke 
1071,2013-12-01,a,advocaat,advekaot,advekaot-advekaote-advekäötje 
1072,2013-12-01,a,af,aaf ,
1073,2013-12-01,a,afbidden,aafbaeje,aafbaeje-baejde aaf-aafgebaejd 
1074,2013-12-01,a,afdak,aafdaak,aafdaak-aafdake-aafdaekske 
1075,2013-12-01,a,afdeling,aafdeiling ,
1076,2013-12-01,a,afdoen,aafdoon,aafdoon-deej aaf-aafgedaon 
1077,2013-12-01,a,afgelasten,aaflasse,aaflasse-lasde aaf-aafgelas 
1078,2013-12-01,a,afgelopen,aafgeloupe ,aafgeloupe / oe~t / sloes 
1079,2013-12-01,a,afgeven,aafgaeve,aafgaeve-goof aaf-aafgegaeve 
1080,2013-12-01,a,afgezien van,bezwie~ges ,
1081,2013-12-01,a,afgieten,aafschödde,aafschödde-schödde aaf-aafgeschöd 
1082,2013-12-01,a,afgrond,aafgrónd ,
1083,2016-02-01,a,afwenden / afkeren,schödde,( zich ) schödde-schödde-geschöd 
1084,2013-12-01,a,afkomst,aafkóms ,
1085,2013-12-01,a,afkomstig,aafkómstig ,
1086,2013-12-01,a,afkraken,aafkeime,aafkeime-keimde aaf-aafgekeimp 
1087,2013-12-01,a,aflaat,aaflaot ,
1088,2013-12-01,a,afloop,aafloup ,
1089,2015-10-05,a,afmatten,aafpeigere,aafpeigere-peigerde aaf-aafgepeigerd (Hebreeuws)
1090,2013-12-01,a,afmijnen,aafmiene,aafmiene-miende aaf-aafgemiend 
1091,2013-12-01,a,afnokken,aafhouwe,aafhouwe-houwde aaf-aafgehouwd 
1092,2013-12-01,a,aframmelen,aafzale,aafzale-zaalde aaf-aafgezaald / aafzwense-zwensde aaf-aafgezwens / betrekke-betrok-betrokke / deksele-dekselde-gedekseld / preugele-preugelde-gepreugeld / verkammezäöle-verkammezäölde-verkammezäöld 
1093,2014-12-05,a,aframmelen,teunisse,teunisde-geteunis
1094,2013-12-01,a,aframmeling,preugel ,preugel / zwaap / zwens 
1095,2013-12-01,a,afrasteren,aafmake,aafmake-makde aaf-aafgemak 
1096,2013-12-01,a,afromen,aafroume,aafroume-roumde aaf-aafgeroump 
1097,2013-12-01,a,afronden,aafmake,aafmake-makde aaf-aafgemak 
1098,2013-12-01,a,afscheidsgroet,hojje ,
1099,2013-12-01,a,afslanken,aafneme,aafneme-noom aaf-aafgenaome 
1100,2013-12-01,a,afsluiting,aafsloe~ting ,
1101,2013-12-01,a,afspraak,aafspraok,aafspraok-aafspraoke-aafspräökske 
1102,2013-12-01,a,afstemmen,aafstumme,aafstumme-stumde aaf-aafgestump 
1103,2013-12-01,a,aftroggelen,aafloekse,aafloekse-loeksde aaf-aafgeloeks 
1104,2013-12-01,a,afvaardigen,aafvaerdige,aafvaerdige-vaerdigde aaf-aafgevaerdig 
1105,2013-12-01,a,afwachting,aafwachting ,
1106,2013-12-01,a,afwas,opwas ,
1107,2013-12-01,a,afwassen,opwasse,opwasse-wasde op-opgewas / schóttele wasse 
1108,2014-12-05,a,afwassen,schóttele wasse,wasde schóttele-schóttele gewasse
1109,2013-12-01,a,afzadelen,aafzale,aafzale-zaalde aaf-aafgezaald 
1110,2013-12-01,a,afzeggen,kundige,kundige-kundigde-gekundig 
1111,2013-12-01,a,akelig,akelik,akelik-akeliker-akelikste 
1112,2014-05-12,a,Aken,Aoke ,
1113,2013-12-01,a,akkerwinde,pispötje ,
1114,2013-12-01,a,algemeen,algemein ,
1115,2013-12-01,a,alleen,allein ,
1116,2013-12-01,a,allegaartje,hómmelbóch ,
1117,2013-12-01,a,allemaal,allemaol ,
1118,2013-12-01,a,allemachtig,aojummig ,
1119,2013-12-01,a,alpinopet,sjimmiepetje ,
1120,2013-12-01,a,als,as ,
1121,2013-12-01,a,alstublieft,astebleef ,
1122,2013-12-01,a,altaar,altaor,altaor-altaors-altäörke 
1123,2013-12-01,a,altijd,altie~d ,
1124,2013-12-01,a,alvast,alves ,alves / alvestes / festes / ves / vesjes / vestes 
1125,2014-12-05,a,alvast,festes,
1126,2014-12-05,a,alvast,vesjes,
1127,2014-01-11,a,alver,avel,avel-avels-aveltje 
1128,2013-12-01,a,alvorens,alveures ,
1129,2013-12-01,a,amuseren,ammezere,ammezere-ammezeerde-geammezeerd 
1130,2013-12-01,a,andersom,andersum ,
1131,2013-12-01,a,anderzijds,anderdeils ,
1132,2013-12-01,a,andijvie,andie~vie ,
1133,2013-12-01,a,angst,ings ,ings / floep / begaoving 
1134,2013-12-01,a,angstig,schou~w ,schou~w - schouwer-schouwste 
1135,2013-12-01,a,anijs,anie~s ,
1136,2013-12-01,a,anjer,flet,flet-flette-fletje 
1137,2013-12-01,a,antraciet,anterciet ,
1138,2013-12-01,a,antwoord,antwaord,antwaord-antwaorde-antwäördje 
1139,2014-01-11,a,apotheek,appetieëk ,
1140,2013-12-01,a,appel,appel,appel-appelle-eppelke 
1141,2013-12-01,a,appelmoes,appelemoos,appelemoos-appelemeuske 
1142,2013-12-01,a,appelstroop,kroe~t ,kroe~t - kruutje 
1143,2013-12-01,a,arbeider,werker,werker-werkluuj 
1144,2014-12-27,a,Arcen,Aarse ,
1145,2013-12-01,a,arm (bnw),erm,erm-ermer-ermste / gesjochte / keps 
1146,2014-01-11,a,arm (znw),e~rm ,e~rm - erm - ermke 
1147,2014-12-05,a,arm in arm bewegen op muziek,sjoenkele,sjoenkelde-gesjoenkeld
1148,2014-05-14,a,arme mensen,ermeluuj,
1149,2015-10-05,a,armoede,dalles,(Hebreeuws)
1150,2014-12-05,a,armoede,dazzel,
1151,2014-01-11,a,armoede,ermooj ,ermooj / ermood / dalles / ozel / 
1152,2013-12-01,a,armoedig,ermeujig ,ermeujig / schebbig 
1153,2015-10-05,a,armoedzaaier,erme,erme sloeber / ermoodzeier / retekratser 
1154,2014-01-11,a,armsgat,ermsgaat,ermsgaat-ermsgater-ermsgaetje 
1155,2013-12-01,a,asbak,assebak,assebak-assebek-assebekske 
1156,2013-12-01,a,asfalt,ter ,
1157,2014-08-09,a,asfalteren,terre,terre-terde-geterd
1158,2013-12-01,a,askruisje,assekruutske ,
1159,2013-12-01,a,asperge,sperjus ,
1160,2014-10-03,a,au !,auwieje,det duit pien !
1161,2013-12-01,a,augurk,kómkómmer,kómkómmer-kómkómmers-kómkummerke 
1162,2013-12-01,a,augurk (dik ),bóm,bóm-bómme-bumke 
1163,2013-12-01,a,auto,auto,auto-auto's-uiteke 
1164,2015-09-30,v,verpleging,verzörging,
1165,2013-12-01,a,autoped,snelluiper ,
1166,2013-12-01,a,autorijschool,autorieschoeël ,
1167,2013-12-01,a,avegaar (grote boor),aever ,
1168,2013-12-01,a,avond,aovend,aovend-aovende-äövendje 
1169,2014-12-05,a,avondmens,nachraver,nachravers-nachraeverke
1170,2013-12-01,a,azen,aoze,aoze-aosde-geaos 
1171,2013-12-01,a,azijn,aek ,
1200,2014-12-27,b,baal,baalzak,baalzak-baalzek-baalzekske 
1201,2014-12-27,b,baard,baard,baard-baarde-baerdje 
1202,2014-12-27,b,Baarlo,Baolder ,
1203,2013-12-01,b,babbelen,bebbele,bebbele-bebbelde-gebebbeld 
1204,2013-12-01,b,baby,babbie,babbie-babbies-babbieke 
1205,2013-12-01,b,baden,baje,baje-baajde-gebaajd / beie-beide-gebeid 
1206,2013-12-01,b,bagage,gepek ,
1207,2013-12-01,b,bagagedrager,draeger ,
1208,2013-12-01,b,bagatel,muggescheet ,
1209,2013-12-01,b,bakker,bekker,bekker-bekkers-bekkerke 
1210,2014-12-27,b,bakkerij,bekkerie ,
1211,2013-12-01,b,baksteen,briek ,briek / moorbriek / moorstein 
1212,2013-12-01,b,balein,belien,belien-beliene-belienke 
1213,2013-12-01,b,balk,balk,balk-belk-belkske 
1214,2014-12-05,b,balkenbrij,balkenbriets,
1215,2016-01-01,b,balkenbrij,kerboe~t ,
1216,2013-12-01,b,ballast,ballas ,
1217,2013-12-01,b,ballon,belón,belón-belónne-belunke 
1218,2013-12-01,b,balorig,balstertig ,
1219,2013-12-01,b,band,band,band-bend-bendje 
1220,2013-12-01,b,bang,schouw ,schouw / beschete 
1221,2014-02-18,b,bangerik,bókseschie~ter ,bókseschie~ter / schie~tbóks / schie~thoe~s / zemelezeiker 
1222,2014-05-12,b,bangerik,schiet~bóks,schiet~bókse - schiet~bökske
1223,2013-12-01,b,bank,bank,bank-banke-benkske 
1224,2013-12-01,b,bankbiljet,breefke ,
1225,2013-12-01,b,barak,boe~t ,boe~t - boe~de 
1226,2013-12-01,b,barbier,barbeer ,
1227,2013-12-01,b,barmhartig,bermhertig ,
1228,2013-12-01,b,barrevoets,berves ,
1229,2013-12-01,b,barst,bars,bars-barste-berske 
1230,2013-12-01,b,bascule,waog,waog-waoge 
1231,2013-12-01,b,bastaardsuiker,potsókker ,potsókker / broene sókker 
1232,2013-12-01,b,batterij,batterie,batterie-batterieje-batterieke 
1233,2013-12-01,b,baviaan,baviaon,baviaon-baviaone-baviäönke 
1234,2013-12-01,b,beamen,beejstumme,beejstumme-stumde beej-beegestump 
1235,2013-12-01,b,beangstigen,beïngstige,beïngstige-beïngstigde-beïngstig 
1236,2013-12-01,b,bed,bóch,bóch-buch-buchske 
1237,2014-12-05,b,bed,heia,
1238,2013-12-01,b,bedelaar,baedelaer,baedelaer-baedelaers 
1239,2013-12-01,b,bedelen,baedele,baedele-baedelde-gebaedeld 
1240,2013-12-01,b,bedeltje,baedelke ,
1241,2013-12-01,b,bederven,bederve,bederve-bedorf-bedorve / verkuite-verkuitde-verkuit 
1242,2014-05-13,b,bederven,verzouwele                      ,verzouwelde-verzouweld
1243,2013-12-01,b,bediende,bedeende,bedeende-bedeendes 
1244,2014-08-09,b,bedoelen,meine,meine-meinde-gemeind 
1245,2013-12-01,b,bedompt,dómpig ,
1246,2013-12-01,b,bedonderen,betoepe,betoepe-betoepde-betoep 
1247,2013-12-01,b,bedorven,voel,voel-voeler-voelste / voeës-voeëzer-voeëste 
1248,2013-12-01,b,bedrag,bedraag ,
1249,2013-12-01,b,bedriegen,bedrege,bedrege-bedroog-bedraoge / betoepe-betoepde-betoep 
1250,2013-12-01,b,bedrieger,nutzak ,nutzak / schalevaeger 
1251,2013-12-01,b,bedrijf,bedrie~f ,bedrie~f - bedrie~ve - bedriefke 
1252,2013-12-01,b,bedrijfsleven,bedrie~fslaeve ,
1253,2013-12-01,b,bedrijven,bedrie~ve,bedrie~ve-bedreef-bedreve 
1254,2013-12-01,b,bedrijvig ( persoon ),kraosbóks ,
1255,2013-12-01,b,bedrinken,bezatte,bezatte-bezatde-bezat 
1256,2013-12-01,b,bedroefd,bedreuf ,
1257,2013-12-01,b,bedruipen,bedrupe,bedrupe-bedroop-bedraope 
1258,2013-12-01,b,bedstee,bedstaej ,
1259,2013-12-01,b,beëdigen,beëidige,beëidige-beëidigde-beëidig 
1260,2013-12-01,b,beek,baek,baek-baeke-baekske 
1261,2013-12-01,b,beemd,baand,baand-baend-baempke 
1262,2013-12-01,b,been,bei~n ,bei~n - bein-beinke 
1263,2013-12-01,b,beer,baer,baer-baere-baerke 
1264,2013-12-01,b,beer ( varken ),bie~r ,bie~r - bie~re - bierke 
1265,2013-12-01,b,beest,bieës,bieës-bieëste-bieësje 
1266,2013-12-01,b,beestachtig,bieëstig ,
1267,2013-12-01,b,beestenboel,bieësterie ,
1268,2013-12-01,b,beetje,bietje ,bietje / frutselke 
1269,2013-12-01,b,beetnemen,beloeksefoekse,beloeksefoekse-beloeksefoeksde-beloeksefoeks 
1270,2013-12-01,b,begeven,begaeve,begaeve-begoof-begaeve 
1271,2013-12-01,b,begijn,begien ,begien - begie~ne - begienke 
1272,2013-12-01,b,beginneling,aanvenger ,
1273,2013-12-01,b,beginnen,beginne,beginne-begós-begónne 
1274,2013-12-01,b,begraven,begrave,begrave-begroof-begrave 
1275,2013-12-01,b,begrijpen,begriepe,begriepe-begreep-begrepe / verknouze-verknousde-verknous 
1276,2013-12-01,b,begroten,begruuete,begruuete-begruuetde-begruuet 
1277,2013-12-01,b,begroting,begruueting ,
1278,2013-12-01,b,behaard,behäörd ,
1279,2013-12-01,b,behoorlijk,behuurlik ,
1280,2013-12-01,b,beijzeld,beïeseld ,
1281,2013-12-01,b,bejaard,bejäörd ,
1282,2013-12-01,b,bejaarde man,uuem,uuem-uueme-uuemke 
1283,2014-12-05,b,bek,meles,
1284,2013-12-01,b,bekend,bekind,bekind-bekinder-bekindste 
1285,2013-12-01,b,beker,baeker ,
1286,2013-12-01,b,bekijken,bekie~ke ,bekie~ke - bekeek-bekeke / beklotse-beklotsde-beklots 
1287,2014-12-05,b,bekijken,beklotse,beklotsde-beklots
1288,2014-08-07,b,bekijken,betragte,betragte-betragde-betragd
1289,2013-12-01,b,bekleden,bekleie,bekleie-bekleide-bekleid 
1290,2013-12-01,b,bekleding,bekleiing ,
1291,2013-12-01,b,beknibbelen,beknispele,beknispele-beknispelde-beknispeld 
1292,2013-12-01,b,bekommeren,kummere,kummere-kummerde-gekummerd 
1293,2013-12-01,b,bekostigen,beköstige,beköstige-beköstigde-beköstig 
1294,2013-12-01,b,bekvechten,straevele,straevele-straevelde-gestraeveld / kaekele-kaekelde-gekaekeld 
1295,2013-12-01,b,bekvechter,straevelaer ,
1296,2013-12-01,b,bekwaam,bekwaom ,bekwaom / faeïg / hendig 
1297,2013-12-01,b,belangrijk,wiechtig ,
1298,2014-12-05,b,beledigd,getraoje,
1299,2013-12-01,b,beledigen,beleidige,beleidige-beleidigde-beleidig / traeje-traejde-getraoje 
1300,2013-12-01,b,beleefd,belaef,belaef-belaefder-belaefste 
1301,2013-12-01,b,beleven,kerdie~ze ,kerdie~ze - kerdie~sde - gekerdies / belaeve-belaefde-belaef 
1302,2014-05-12,b,België,Bels ,
1303,2013-12-01,b,belonen,beloeëne,beloeëne-beloeënde-beloeënd 
1304,2013-12-01,b,beloop,beluip ,
1305,2013-12-01,b,beloven,belaove,belaove-belaofde-belaof 
1306,2013-12-01,b,belroos,balroeës ,
1307,2013-12-01,b,bemoeial,bemeujal ,
1308,2013-12-01,b,bemoeien,bemeuje,bemeuje-bemeujde-bemeujd 
1309,2014-01-01,b,beneden,ónder,
1310,2013-12-01,b,bengelen,bemmele,bemmele-bemmelde-gebemmeld / biemele-biemelde-gebiemeld 
1311,2014-08-07,b,benieuwd,benie~d,
1312,2014-08-07,b,benieuwen,benieje ,benieje - benie~de - benie~d / spanne-spande-gespand 
1313,2014-08-07,b,benijden,benieje ,benieje - benie~de - benie~d
1314,2013-12-01,b,benul,benöl ,
1315,2013-12-01,b,benutten,benotse,benotse-benotsde-benots 
1316,2013-12-01,b,benzine,benzien ,
1317,2015-12-14,b,beogen,be-uige,be-uige - be-uigde - be-uig 
1318,2013-12-01,b,bepalen,bepaole,bepaole-bepaolde-bepaold 
1319,2013-12-01,b,beraden,beraoje,beraoje-beraojde-beraojd 
1320,2015-12-14,b,bereiden,klaormake,klaormake- makde klaor-klaorgemak 
1321,2013-12-01,b,berging,schop,schop-schöp-schöpke 
1322,2013-12-01,b,bericht,bescheid ,
1323,2015-10-06,b,beroemd,beroemp ,beroemp-beroemder-beroemste
1324,2013-12-01,b,beroerte,beslaag ,
1325,2013-12-01,b,berouw,inkie~r ,
1326,2013-12-01,b,beschadigen,verkammezäöle,verkammezäöle-verkammezäölde-verkammezäöld 
1327,2013-12-01,b,bescheiden,bescheie ,
1328,2013-12-01,b,beschermheilige,petroeën,petroeën-petroeëne-petruuenke 
1329,2014-08-07,b,beschijten,beschie~te,beschie~te-bescheet-beschete / befläöstere-befläösterde-befläösterd 
1330,2013-12-01,b,beschimmelen,beschummele,beschummele-beschummelde-beschummeld 
1331,2013-12-01,b,beschuit,beschuut,beschuut-beschute-beschuutje 
1332,2013-12-01,b,besje,alde doeës ,
1333,2013-12-01,b,beslaan,bezwaje,bezwaje-bezwaajde-bezwaajd 
1334,2013-12-01,b,besmeuren,bedoemele,bedoemele-bedoemelde-bedoemeld 
1335,2013-12-01,b,bessen ( rode),miemere ,
1336,2014-12-05,b,bessen van sleedoorn,slieëne,
1337,2013-12-01,b,besteden,bestaeje,bestaeje-bestaejde-bestaejd 
1338,2013-12-01,b,bestemd,bestump ,
1339,2014-08-07,b,betalen,berappe,berappe-berapde-berap
1340,2014-08-07,b,betalen,bereme,bereme-bereemde-bereemp  / besolme-besolmde-besolmp /bleche-blechde-geblech 
1341,2014-08-07,b,betamen,gehure ( zich ),( zich ) gehure-gehuurde-gehuurd 
1342,2013-12-01,b,betekenen,beteikene,beteikene-beteikende-beteikend 
1343,2013-12-01,b,beter,baeter,baeter-beste 
1344,2013-12-01,b,betraand,bezump ,
1345,2013-12-01,b,betreffen,aanbelange,aanbelange-belangde aan-aanbelangk 
1346,2013-12-01,b,betten,beie,beie-beide-gebeid 
1347,2013-12-01,b,betuigen,betuge,betuge-betuugde-betuug 
1348,2013-12-01,b,betweter,heggenadvekaot ,
1349,2013-12-01,b,beu,täöts,täöts-täötser-täötste 
1350,2013-12-01,b,bevelen,bevaele,bevaele-bevool-bevaole 
1351,2013-12-01,b,bevriend,bevrind ,
1352,2013-12-01,b,bevriezen,bevrere,bevrere-bevroor-bevraore 
1353,2013-12-01,b,bevuilen,bedriete,bedriete-bedreet-bedrete 
1354,2013-12-01,b,bewasemd,bezwaajd ,
1355,2013-12-01,b,bewegen,bewaege,bewaege-bewoog-bewaoge 
1356,2013-12-01,b,bewijs,bewie~s ,
1357,2013-12-01,b,bewijzen,bewie~ze ,bewie~ze - bewees-beweze 
1358,2013-12-01,b,bewonen,behoe~ze ,behoe~ze - behoe~sde - behoe~s 
1359,2013-12-01,b,bewusteloos,kasje weile ,kasje weile / verduseld 
1360,2013-12-01,b,bezem,bessem ,
1361,2013-12-01,b,bezemen,kaere,kaere-kaerde-gekaerd 
1362,2013-12-01,b,bezemsteel,bessemstek ,
1363,2013-12-01,b,bezet,bezatte ,
1364,2013-12-01,b,bezeten,bezaete ,
1365,2013-12-01,b,bezighouden,besjeftige,besjeftige-besjeftigde-besjeftig 
1366,2013-12-01,b,bezijden,beziejes ,
1367,2013-12-01,b,bezoek,bezeuk ,bezeuk / aanluip 
1368,2013-12-01,b,bezuiden,bezujes ,
1369,2013-12-01,b,bezwaar,bezwaor ,
1370,2013-12-01,b,bezwijken,bezwieke,bezwieke-bezweek-bezweke 
1371,2013-12-01,b,bidden,baeje,baeje-baejde-gebaejd 
1372,2013-12-01,b,bidprentje,doeëdsprintje ,
1373,2013-12-01,b,bieden,beje,beje-booj-gebaoje 
1374,2013-12-01,b,bier,beer ,
1375,2013-12-01,b,biertje,pilske ,
1376,2013-12-01,b,bieslook,piepkeslouk ,
1377,2013-12-01,b,biet,kroeët,kroeët-kroeëte-kruuetje 
1378,2013-12-01,b,big,bag,bag-bagge-begske 
1379,2013-12-01,b,bij,beej ,
1380,2013-12-01,b,bijbel,bie~bel ,
1381,2014-12-05,b,bijdehand,keviep,
1382,2013-12-01,b,bijdehandje,behei ,behei /kiebig / vaeg 
1383,2014-12-05,b,bijdehandje,snep,sneppe-snepke
1384,2013-12-01,b,bijeen,beejein ,
1385,2013-12-01,b,bijl,biel,biel-biele-bielke 
1386,2013-12-01,b,bijna,bald ,bald / bekans / haos /   'n trint 
1387,2013-12-01,b,bijten,bie~te ,bie~te - beet-gebete 
1388,2013-12-01,b,bijtijds,beejtie~ds ,
1389,2014-05-12,b,bijtijds,intie~ds,
1390,2013-12-01,b,bijvoorbeeld,beejveurbeeld ,beejveurbeeld / beveurbeeld 
1391,2013-12-01,b,bijzonder,bezónder ,
1392,2013-12-01,b,bil,bats,bats-batse-betske / kakwang-kakwange 
1393,2013-12-01,b,binden,binde,binde-bónd-gebónde 
1394,2013-12-01,b,binnenkomen,inkómme,inkómme-kwaam in-ingekómme 
1395,2013-12-01,b,binnenkort,strakkes ,
1396,2013-12-01,b,binnenste buiten,krangs ,
1397,2013-12-01,b,blaar,blaor,blaor-blaore-bläörke 
1398,2013-12-01,b,blaas,blaos,blaos-blaoze-bläöske 
1399,2014-12-05,b,blaasinstrument bespelen,träöte,träötde-geträöt
1400,2013-12-01,b,blad,blaad,blaad-blajer-blaedje 
1401,2013-12-01,b,bladluizen,mele ,
1402,2013-12-01,b,blauwachtig,blauwsig ,
1403,2013-12-01,b,blauwsel,pupkeblauw ,
1404,2013-12-01,b,blazen,blaoze,blaoze-bloos-geblaoze 
1405,2013-12-01,b,bleek gezicht,pletskesgezich ,pletskesgezich / bleik / blas 
1406,2013-12-01,b,bleekveld,bleik ,
1407,2013-12-01,B,Blerick,Blierick ,
1408,2013-12-01,b,blij,blie,blie-bliejer-blieste 
1409,2013-12-01,b,blijdschap,blie~dschap ,
1410,2013-12-01,b,blijken,blie~ke ,blie~ke - bleek-gebleke 
1411,2013-12-01,b,blijspel,kemedie ,
1412,2013-12-01,b,blijven,blie~ve ,blie~ve - bleef-gebleve 
1413,2013-12-01,b,blik ( stoffer en .. ),bleek ,
1414,2013-12-01,b,blindganger,blindgenger ,
1415,2013-12-01,b,blinkend,blinketig ,
1416,2013-12-01,b,bloed,blood ,
1417,2013-12-01,b,bloeden,bloje,bloje-bloojde-gebloojd 
1418,2013-12-01,b,bloedworst,bloodwors ,
1419,2013-12-01,b,bloei,bleuj ,
1420,2013-12-01,b,bloeien,bleuje,bleuje-bleujde-gebleujd 
1421,2013-12-01,b,bloem,bloom,bloom-blome-bleumke 
1422,2013-12-01,b,bloemist,blomis ,
1423,2013-12-01,b,bloempot,blomepot,blomepot-blomepöt-blomepötje 
1424,2013-12-01,b,bloot,bloeët ,bloeët / neks / piemelkeneks / speernaaks 
1425,2013-12-01,b,blozend gezicht,bläöker ,bläöker / (roeëje ) pieper 
1426,2014-12-05,b,blunderen,kraeg make,makde kraeg-kraeg gemak
1427,2013-12-01,b,bobbel,boebel,boebel-boebels-bubelke 
1428,2013-12-01,b,bochel,poekel,poekel-poekels-pukelke 
1429,2013-12-01,b,bocht,baog,baog-bäög-bäögske / drei-dreie-dreike 
1430,2013-12-01,b,bode,baoj,baoj-baojes 
1431,2013-12-01,b,bodem,baojem,baojem-baojems-bäöjemke 
1432,2013-12-01,b,boek,book,book-beuk-bukske 
1433,2013-12-01,b,boeket,beket,beket-bekette-beketje 
1434,2013-12-01,b,boeket van veldbloemen,kroedwis ,
1435,2013-12-01,b,boekvink,bookvink ,
1436,2013-12-01,b,boekweit,bokesmael ,
1437,2014-09-24,b,boel,santepiek,de ganse santepiek ( de hele boel )
1438,2013-12-01,b,boem,flaats ,
1439,2013-12-01,b,boer,boer,boer-boere-buurke 
1440,2013-12-01,b,boerderij,boerderie,boerderie-boerderieje-boerderieke 
1441,2013-12-01,b,boerenbruiloft,boerebroe~lof ,
1442,2013-12-01,b,boerenkiel,keel,keel-kele-keelke 
1443,2013-12-01,b,boerenkool,boeremoos ,
